Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
453,Earthworks Industries Inc.,EWK,0.075,Industrials,Waste Management,Remediation Services(562910),0.240059,N/A,-0.020000
454,East Africa Metals Inc.,EAM,0.22,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.521447,N/A,-0.05
455,East Asia Minerals Corporation,EAS,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-1.656305,N/A,-0.030000
456,East West Petroleum Corp,EW,0.075,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),2.927102,N/A,-0.030000
457,Eastfield Resources Ltd.,ETF,0.045,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.569547,N/A,0.00
458,EastWest Bioscience Inc.,EAST,0.085,Healthcare,Drug Manufacturers,Medicinal and Botanical Manufacturing(325411),-0.108485,N/A,-0.080000
459,Eastwood Bio-Medical Canada Inc.,EBM,3.05,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),-0.181611,N/A,-0.010000
460,ECC Ventures 1 Corp.,EONE.P,0.22,Financial Services,Asset Management,Offices of Other Holding Companies(551112),N/A,N/A,-0.030000
461,ECC Ventures 2 Corp.,ETWO.P,0.17,Financial Services,Asset Management,Offices of Other Holding Companies(551112),N/A,N/A,-0.05
462,Eco (Atlantic) Oil & Gas Ltd.,EOG,1.43,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),1.637835,21.00,0.07
463,Ecolomondo Corporation,ECM,0.29,Industrials,Waste Management,Research and Development in the Physical(541715),0.604477,N/A,N/A
464,Edgewater Wireless Systems Inc.,YFI,0.09,Technology,Communication Equipment,Other Communications Equipment Manufacturing(334290),-2.072592,N/A,-0.020000
465,Edison Cobalt Corp.,EDDY,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.343327,N/A,-0.010000
466,EEStor Corporation,ESU,0.04,Technology,Computer Hardware,All Other Miscellaneous Electrical Equipment and Component Manufacturing(335999),0.408787,N/A,-0.040000
467,Efficacious Elk Capital Corp.,EECC.P,0.1,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),-6.839335,N/A,-0.020000
468,Eguana Technologies Inc.,EGT,0.14,Technology,Computer Hardware,All Other Miscellaneous Electrical Equipment and Component Manufacturing(335999),1.268068,N/A,-0.030000
469,El Nino Ventures Inc.,ELN,0.03,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),2.99657,N/A,-0.010000
470,Elcora Advanced Materials Corp,ERA,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.345951,N/A,-0.030000
471,Element Lifestyle Retirement Inc.,ELM,0.09,Healthcare,Health Care Providers,Other Social Advocacy Organizations(813319),-5.648494,N/A,-0.010000
472,Elephant Hill Capital Inc.,EH.P,0.08,Financial Services,Asset Management,Investment Advice(523930),-0.724688,N/A,-0.010000
473,Ellipsiz Communications Ltd.,ECT,0.095,Communication Services,Communication Services,All Other Telecommunications(517919),2.316451,N/A,-0.180000
474,Eloro Resources Ltd.,ELO,0.255,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.445656,N/A,-0.010000
475,Else Nutrition Holdings Inc.,BABY,0.64,Industrials,Conglomerates,Offices of Other Holding Companies(551112),-5.586618,N/A,-0.030000
476,Ely Gold Royalties Inc.,ELY,0.18,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.562026,N/A,-0.010000
477,Elysee Development Corp.,ELC,0.33,Financial Services,Asset Management,Investment Advice(523930),0.94091,7.90,0.040000
478,Emblem Corp. wt 06Dec2019,EMC.WT,,nan,nan,nan,11.047202,N/A,N/A
479,Emblem Corp. wt 16nov2020,EMC.WT.A,,nan,nan,nan,5.871606,N/A,N/A
480,Emblem Corporation wt 02Feb2021,EMC.WT.B,,nan,nan,nan,7.387334,N/A,N/A
481,Emerald Bay Energy Inc,EBY,0.015,Energy,Oil & Gas - E&P,Natural Gas Extraction(211130),3.751942,N/A,-0.010000
482,"Emerald Health Therapeutics, Inc.",EMH,2.39,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),1.887986,N/A,-0.210000
483,Emerita Resources Corp.,EMO,0.09,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),0.926708,N/A,-0.110000
484,Emgold Mining Corporation,EMR,0.13,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.224635,2.00,0.07
485,Empire Industries Ltd.,EIL,0.48,Industrials,Industrial Products,Machine Tool Manufacturing(333517),0.707482,N/A,-0.530000
486,Empire Metals Corp.,EP,0.15,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.704111,N/A,-0.030000
487,Empress Resources Corp.,EMPX,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.640775,N/A,-0.020000
488,EMX Royalty Corporation,EMX,1.6,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.685752,2.10,0.760000
489,Enablence Technologies Inc.,ENA,0.02,Technology,Communication Equipment,Other Communications Equipment Manufacturing(334290),-1.282475,N/A,-0.030000
490,Encanto Potash Corp.,EPO,0.1,Basic Materials,Metals & Mining,"Potash, Soda, and Borate Mineral Mining(212391)",-0.166268,N/A,-0.040000
491,Encore Energy Corp.,EU,0.155,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.623177,N/A,0.00
492,Endurance Gold Corporation,EDG,0.035,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.25905,N/A,-0.020000
493,Enerdynamic Hybrid Technologies Corp.,EHT,0.035,Technology,Semiconductors,All Other Miscellaneous Electrical Equipment and Component Manufacturing(335999),-3.089138,N/A,-0.010000
494,Energold Drilling Corp.,EGD,0.085,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.177282,N/A,-0.280000
495,Enerspar Corp.,ENER,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.683951,N/A,-0.010000
496,Enforcer Gold Corp.,VEIN,0.035,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-2.196736,N/A,-0.300000
497,Engagement Labs Inc.,EL,0.055,Technology,Application Software,Software Publishers(511210),0.057341,N/A,-0.060000
498,Engineer Gold Mines Ltd.,EAU,0.115,Basic Materials,Metals & Mining,Gold Ore Mining(212221),3.316892,N/A,-0.060000
499,Engold Mines Ltd.,EGM,0.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.533789,N/A,-0.010000
500,Enthusiast Gaming Holdings Inc.,EGLX,1.6,Technology,Application Software,Software Publishers(511210),-4.773212,N/A,-0.510000
501,Environmental Waste International Inc.,EWS,0.04,Industrials,Industrial Products,Remediation Services(562910),-1.715215,N/A,-0.010000
502,EnWave Corporation,ENW,2.38,Industrials,Industrial Products,All Other Miscellaneous Manufacturing(339999),0.627905,N/A,0.00
503,Enwave Corporation wt 15nov2022,ENW.WT,,nan,nan,nan,1.495034,N/A,N/A
504,EPower Metals Inc.,EPWR,0.15,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),-0.354402,N/A,-0.030000
505,EQ Inc.,EQ,0.72,Consumer Cyclical,Advertising & Marketing Services,Other Services Related to Advertising(541890),0.115328,N/A,-0.040000
506,eQube Gaming Limited,EQG,0.055,Technology,Application Software,Software Publishers(511210),2.019792,0.80,0.05
507,Equinox Gold Corp,EQX,1.19,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.868279,N/A,-0.230000
508,Equinoxgold Corp. wt 06oct2021,EQX.WT,0.185,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.384274,N/A,-0.360000
509,Equitorial Exploration Corp.,EXX,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),4.793596,N/A,-0.010000
510,Erin Ventures Inc.,EV,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.940997,N/A,-0.010000
511,Eros Resources Corp.,ERC,0.07,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),0.419056,N/A,-0.05
512,Eskay Mining Corp,ESK,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.444945,N/A,-0.010000
513,Esrey Resources Ltd.,ESR,0.025,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.333647,N/A,-0.05
514,ESSA Pharma Inc.,EPI,3.45,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),2.488235,N/A,-1.720000
515,Essex Minerals Inc.,ESX,0.055,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.438534,N/A,-0.030000
516,Esstra Industries Inc.,ESS,0.13,Financial Services,Asset Management,Miscellaneous Intermediation(523910),-0.921624,N/A,-0.05
517,Ethos Gold Corp.,ECC,0.25,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.025953,N/A,-0.040000
518,Euro Manganese Inc.,EMN,0.18,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),1.052713,N/A,-0.030000
519,European Electric Metals Inc.,EVX,0.045,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-2.693144,N/A,-0.210000
520,European Residential Real Estate Investment Trust,ERE.UN,4.35,Real Estate,REITs,Other Activities Related to Real Estate(531390),0.334007,8.10,0.540000
521,Eve & Co Incorporated,EVE,0.375,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),3.320041,N/A,-0.030000
522,Evergreen Gaming Corporation,TNA,0.46,Consumer Cyclical,Travel & Leisure,Casino Hotels(721120),1.692554,6.40,0.060000
523,Everton Resources Inc,EVR,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.390569,N/A,0.00
524,Evrim Resources Corp,EVM,0.305,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.393847,N/A,-0.030000
525,Exelerate Capital Corp.,XCAP.P,,nan,nan,nan,N/A,N/A,N/A
526,ExGen Resources Inc.,EXG,0.015,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.303066,N/A,0.00
527,Experion Holdings Ltd.,EXP,0.25,Basic Materials,Agriculture,All Other Miscellaneous Crop Farming(111999),1.849493,N/A,-0.180000
528,Explor Resources Inc.,EXS,0.02,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.245061,N/A,0.00
529,Eyecarrot Innovations Corp.,EYC,0.025,Technology,Application Software,Other Computer Related Services(541519),-0.383735,N/A,-0.05
530,Fab-Form Industries Ltd.,FBF,0.41,Basic Materials,Building Materials,Concrete Block and Brick Manufacturing(327331),2.17825,11.80,0.030000
531,Fabled Copper Corp.,FCO,0.08,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",0.771391,N/A,-0.040000
532,Falco Resources Ltd.,FPC,0.275,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.992874,N/A,-0.030000
533,Falcon Gold Corp.,FG,0.03,Basic Materials,Metals & Mining,Non-Ferrous Metal (except Aluminum) Smelting and Refining(331410),1.406768,N/A,-0.020000
534,Falcon Oil & Gas Ltd,FO,0.215,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),2.066702,N/A,0.00
535,Fancamp Exploration Ltd.,FNC,0.095,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.914264,4.40,0.020000
536,Farstarcap Investment Corp.,FRS.P,0.12,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),7.313197,N/A,-0.05
537,Fengro Industries Corp.,FGR,0.02,Basic Materials,Agriculture,Phosphatic Fertilizer Manufacturing(325312),-0.267337,N/A,-0.060000
538,Feronia Inc.,FRN,0.065,Consumer Defensive,Consumer Packaged Goods,Oilseed Processing(311224),0.729168,N/A,-0.010000
539,Feronia Inc. db 24July2022,FRN.DB,100.0,Consumer Defensive,Consumer Packaged Goods,Oilseed Processing(311224),-0.314103,N/A,N/A
540,Fidelity Minerals Corp.,FMN,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.231643,N/A,-0.07
541,Fieldex Exploration Inc.,FLX,0.185,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),6.76618,N/A,-0.020000
542,Filo Mining Corp.,FIL,2.81,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.236521,N/A,-0.370000
543,Findev Inc.,FDI,0.48,Financial Services,Banks,Credit Unions(522130),-0.191122,8.30,0.060000
544,Finlay Minerals Ltd,FYL,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.313199,N/A,0.00
545,Fintech Select Ltd.,FTEC,0.04,Technology,Application Software,Software Publishers(511210),5.938271,N/A,0.00
546,Fiore Gold Ltd.,F,0.45,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.261275,N/A,-0.030000
547,Fire & Flower Holdings Corp.,FAF,1.15,Consumer Defensive,Retail - Defensive,Pharmacies and Drug Stores(446110),0.968829,N/A,-9.160000
548,Firebird Resources Inc,FIX,0.015,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-1.192346,N/A,0.00
549,Firefox Gold Corp.,FFOX,0.13,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.974057,N/A,-0.120000
550,Firefox Gold Corp. wt 21dec2020,FFOX.WT,,nan,nan,nan,-7.207622,N/A,N/A
551,Firestone Ventures Inc.,FV,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.409456,N/A,0.00
552,Fireswirl Technologies Inc.,FSW,0.22,Technology,Online Media,Custom Computer Programming Services(541511),2.17413,N/A,-1.320000
553,Fireweed Zinc Ltd,FWZ,0.57,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.483467,N/A,-0.05
554,Firm Capital American Realty Partners Corp.,FCA,10.0,Real Estate,Real Estate Services,Lessors of Other Real Estate Property(531190),-1.721915,8.30,1.210000
555,Firm Capital American Realty Partners Corporation USD,FCA.U,6.95,Real Estate,Real Estate Services,Lessors of Other Real Estate Property(531190),0.007177,7.90,0.890000
556,Firm Capital American Realty Partners Corp wt 29May2020,FCA.WT.U,,nan,nan,nan,2.992434,N/A,N/A
557,Firm Capital Property Trust,FCD.UN,6.17,Real Estate,REITs,Miscellaneous Intermediation(523910),0.538546,9.10,0.670000
558,First Cobalt Corp.,FCC,0.15,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.254871,N/A,-0.080000
559,First Light Capital Corp.,XYZ.P,0.15,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),N/A,N/A,N/A
560,First Vanadium Corp.,FVAN,0.4,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.9529,N/A,-0.060000
561,Fission 3.0 Corp.,FUU,0.1,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),-0.755926,N/A,-0.040000
562,Five Star Diamonds Limited,STAR,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.576112,N/A,-0.010000
563,Fjordland Exploration Inc.,FEX,0.065,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.508878,N/A,-0.020000
564,Flow Capital Corp,FW,0.13,Financial Services,Asset Management,Investment Advice(523930),1.589783,N/A,N/A
565,Flow Capital Corp. db 2019dec31,FW.DB.A,,nan,nan,nan,-0.00742,N/A,N/A
566,Flow Capital Corp db 2021jun30,FW.DB.B,,nan,nan,nan,0.831376,N/A,N/A
567,FluroTech Ltd.,TEST,0.35,Healthcare,Medical Devices,Other Industrial Machinery Manufacturing(333249),4.502051,N/A,-0.110000
568,FLYHT Aerospace Solutions Ltd.,FLY,1.7,Industrials,Aerospace & Defense,Other Aircraft Parts and Auxiliary Equipment Manufacturing(336413),0.509735,N/A,-0.060000
569,Focus Graphite Inc.,FMS,0.03,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),3.888864,N/A,-0.010000
570,Foran Mining Corporation,FOM,0.28,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.290843,985.70,0.00
571,Foremost Ventures Corp.,FMV.P,0.135,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),1.878647,N/A,0.00
572,Fort St. James Nickel Corp,FTJ,0.15,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.52821,N/A,-0.05
573,Fortem Resources Inc.,FTM,2.1,Energy,Oil & Gas - E&P,Support Activities for Oil and Gas Operations(213112),0.355649,N/A,-0.010000
574,Fortress Technologies Inc.,FORT,0.2,Financial Services,Brokers & Exchanges,"Financial Transactions Processing, Reserve, and Clearinghouse Activities(522320)",-0.215163,N/A,-0.180000
575,Fortune Bay Corp.,FOR,0.385,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.006685,N/A,-0.05
576,Forum Energy Metals Corp.,FMC,0.065,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),-0.730208,N/A,-0.010000
577,Founders Advantage Capital Corp.,FCF,1.15,Financial Services,Asset Management,Investment Advice(523930),1.460146,N/A,-0.530000
578,Fountain Asset Corp.,FA,0.455,Financial Services,Credit Services,Other Activities Related to Credit Intermediation(522390),-0.02458,1.90,0.240000
579,FP Newspapers Inc.,FP,0.485,Consumer Cyclical,Publishing,Newspaper Publishers(511110),1.604877,N/A,-0.270000
580,FPX Nickel Corp.,FPX,0.13,Basic Materials,Metals & Mining,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding(331491)",-0.370037,N/A,-0.010000
581,Frankly Inc.,TLK,3.3,Technology,Application Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),-7.675438,N/A,-4.530000
582,Freckle Ltd.,FRKL,0.14,Technology,Application Software,Custom Computer Programming Services(541511),0.801567,N/A,-0.010000
583,Freedom Energy Inc.,FREE,0.015,Basic Materials,Coal,Bituminous Coal and Lignite Surface Mining(212111),4.272441,N/A,-0.030000
584,Freeport Resources Inc.,FRI,0.08,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),5.224274,N/A,-0.010000
585,Fremont Gold Ltd.,FRE,0.075,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.919032,N/A,-0.05
586,Fronsac Real Estate Investment Trust,FRO.UN,0.67,Real Estate,REITs,Lessors of Other Real Estate Property(531190),0.417593,N/A,-0.030000
587,Frontier Lithium Inc.,FL,0.31,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.894386,N/A,-0.020000
588,Frontline Gold Corporation,FGC,0.005,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.098844,N/A,-0.420000
589,FTI Foodtech International Inc.,FTI,0.15,Technology,Application Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),1.606404,N/A,-0.030000
590,Full Metal Minerals Ltd.,FMM,0.095,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.046152,N/A,-0.100000
591,Fura Gems Inc.,FURA,0.155,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),2.343782,N/A,-0.230000
592,Fusion Gold Ltd.,FML.P,0.3,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),2.552537,0.70,0.440000
593,G2 Goldfields Inc.,GTWO,0.29,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),5.662578,N/A,-0.010000
594,Gabriel Resources Ltd.,GBU,0.42,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.15426,N/A,-0.130000
595,Gainey Capital Corp.,GNC,0.095,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),2.057521,N/A,-0.130000
596,Galane Gold Ltd.,GG,0.055,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.155614,275.10,0.00
597,Galantas Gold Corporation,GAL,0.07,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.565694,N/A,-0.010000
598,Galaxy Digital Holdings Ltd.,GLXY,2.35,Financial Services,Brokers & Exchanges,Investment Banking and Securities Dealing(523110),0.018932,N/A,-3.690000
599,Galileo Exploration Ltd.,GXL,0.025,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-1.294025,N/A,0.00
600,Galore Resources Inc,GRI,0.035,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.858045,N/A,-0.010000
601,Galway Gold Inc.,GLW,0.12,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.584418,N/A,-0.05
602,Galway Metals Inc.,GWM,0.335,Basic Materials,Metals & Mining,Gold Ore Mining(212221),1.848797,N/A,-0.05
603,Garibaldi Resources Corp.,GGI,1.3,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.802811,N/A,-0.030000
604,Gatekeeper Systems Inc.,GSI,0.095,Industrials,Consulting & Outsourcing,Security Systems Services (except Locksmiths)(561621),0.696647,N/A,-0.030000
605,Gatling Exploration Inc.,GTR,0.395,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),-0.974693,N/A,-0.160000
606,GBLT Corp.,GBLT,0.07,Technology,Computer Hardware,Other Electronic Component Manufacturing(334419),1.067785,N/A,-0.020000
607,GCC Global Capital Corporation,GCCC,0.07,Industrials,Conglomerates,Offices of Other Holding Companies(551112),0.43483,N/A,-0.080000
608,Gegs Capital Corp.,GEGS.P,0.09,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),-5.853414,N/A,-0.040000
609,GEN III Oil Corporation,GIII,,nan,nan,nan,0.064188,N/A,-0.110000
610,Genesis Metals Corp.,GIS,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.994201,N/A,-0.040000
611,Genix Pharmaceuticals Corporation,GENX,0.07,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),1.822812,32.80,0.00
612,Gensource Potash Corporation,GSP,0.09,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.724068,N/A,-0.010000
613,Gentor Resources Inc.,GNT,0.065,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",0.983047,N/A,-0.010000
614,Geomega Resources Inc,GMA,0.15,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.421386,N/A,-0.010000
615,Gespeg Resources Ltd.,GCR,0.025,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.218186,N/A,0.00
616,Getty Copper Inc.,GTC,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.282774,N/A,0.00
617,Geyser Brands Inc.,GYSR,0.56,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),-1.753696,N/A,-0.130000
618,GFG Resources Inc.,GFG,0.185,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.543349,N/A,-0.010000
619,GGL Resources Corp.,GGL,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),4.714122,N/A,-0.020000
620,GGX Gold Corp.,GGX,0.23,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.827581,N/A,-0.180000
621,Giga Metals Corporation,GIGA,0.195,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),6.217455,6.30,0.030000
622,Ginger Beef Corporation,GB,0.19,Consumer Cyclical,Restaurants,All Other Miscellaneous Food Manufacturing(311999),-0.55624,8.60,0.020000
623,GINSMS Inc.,GOK,0.1,Communication Services,Communication Services,All Other Telecommunications(517919),-3.181701,N/A,-0.010000
624,Gitennes Exploration Inc,GIT,0.035,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.430735,N/A,-0.010000
625,Giyani Metals Corp.,EMM,0.215,Basic Materials,Metals & Mining,Gold Ore Mining(212221),3.217015,N/A,-0.040000
626,GK Resources Ltd.,NIKL,,nan,nan,nan,-6.001789,N/A,-0.020000
627,Glacier Lake Resources Inc.,GLI,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-1.79598,N/A,-0.450000
628,Glen Eagle Resources Inc,GER,0.1,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-0.220773,N/A,-0.010000
629,Global Battery Metals Ltd.,GBML,0.1,Basic Materials,Metals & Mining,Support Activities for Metal Mining(213114),2.315478,N/A,-0.060000
630,Global Daily Fantasy Sports Inc.,DFS,0.135,Technology,Application Software,Software Publishers(511210),1.04907,N/A,-0.230000
631,Global Energy Metals Corp.,GEMC,0.06,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.066085,N/A,-0.020000
632,Global Investments Capital Corp.,GLIN.P,0.085,Financial Services,Asset Management,Investment Advice(523930),-1.147742,22.60,0.00
633,Global Vanadium Corp.,GLV,0.11,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),-4.475437,N/A,-0.05
634,Globalive Technology Inc.,LIVE,0.11,Technology,Application Software,Computer Systems Design Services(541512),2.012299,1.00,0.110000
635,GMV Minerals Inc,GMV,0.135,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.687313,N/A,-0.010000
636,GobiMin Inc.,GMN,0.27,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),1.851816,N/A,-0.040000
637,Gold Reserve Inc.,GRZ,2.35,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.571306,3.90,0.580000
638,Gold Rush Cariboo Corp.,GDBO,0.1,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),nan,nan,nan
639,Goldbank Mining Corporation,GLB,0.11,Basic Materials,Metals & Mining,Gold Ore Mining(212221),3.875628,N/A,-0.030000
640,Goldbelt Empires Limited,GBE,0.02,Basic Materials,Metals & Mining,,5.180983,N/A,N/A
641,Goldcliff Resource Corporation,GCN,0.115,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.640275,N/A,-0.020000
642,Golden Arrow Resources Corporation,GRG,0.215,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.900694,N/A,-0.170000
643,Golden Dawn Minerals Inc.,GOM,0.34,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),0.298832,N/A,-1.050000
644,Golden Goliath Resources Ltd.,GNG,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.965832,N/A,0.00
645,Golden Hope Mines Limited,GNH,0.105,Basic Materials,Metals & Mining,Gold Ore Mining(212221),-0.411023,N/A,-0.010000
646,Golden Predator Mining Corp.,GPY,0.275,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.550287,N/A,-0.120000
647,Golden Pursuit Resources Ltd.,GDP,0.07,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),1.643307,N/A,-0.040000
648,Golden Ridge Resources Ltd.,GLDN,0.18,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.511156,N/A,0.00
649,Golden Share Resources Corporation,GSH,0.1,Basic Materials,Metals & Mining,Gold Ore Mining(212221),0.089044,2.60,0.040000
650,Golden Tag Resources Ltd.,GOG,0.03,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.324032,N/A,-0.010000
651,Golden Valley Mines Ltd.,GZZ,0.35,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),2.091928,N/A,-0.020000
652,Goldeneye Resources Corp.,GOE,0.08,Energy,Oil & Gas - E&P,Crude Petroleum Extraction(211120),2.813518,N/A,0.00
653,Goldex Resources Corporation,GDX,0.085,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.14455,N/A,-0.030000
654,GoldON Resources Ltd.,GLD,0.9,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.472147,N/A,-0.040000
655,Goldplay Exploration Ltd.,GPLY,0.14,Basic Materials,Metals & Mining,Gold Ore Mining(212221),2.105824,N/A,-0.120000
656,GoldQuest Mining Corp.,GQC,0.14,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),3.393752,N/A,-0.010000
