Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
782,"Corvus Pharmaceuticals, Inc. - Common Stock",CRVS,3.27,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
783,"CrowdStrike Holdings, Inc. - Class A Common Stock",CRWD,93.90,Technology,Software,Software Publishers(511210),,,
784,"Crown Crafts, Inc. - Common Stock",CRWS,5.22,Consumer Cyclical,Manufacturing - Apparel & Accessories,Broadwoven Fabric Mills(313210),,,
785,VictoryShares US Small Cap Volatility Wtd ETF,CSA,43.562,,,,,,
786,VictoryShares US Small Cap High Div Volatility Wtd ETF,CSB,40.42,,,,,,
787,"Champions Oncology, Inc. - Common Stock",CSBR,9.29,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
788,"Cisco Systems, Inc. - Common Stock",CSCO,48.05,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
789,VictoryShares US Discovery Enhanced Volatility Wtd ETF,CSF,41.48,,,,,,
790,CenterState Bank Corporation - Common Stock,CSFL,18.14,Financial Services,Banks,Commercial Banking(522110),,,
791,"CoStar Group, Inc. - Common Stock",CSGP,691.65,Real Estate,Real Estate,Lessors of Other Real Estate Property(531190),,,
792,"CSG Systems International, Inc. - Common Stock",CSGS,47.32,Technology,Software,Custom Computer Programming Services(541511),,,
793,"Cardiovascular Systems, Inc. - Common Stock",CSII,38.38,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
794,Canadian Solar Inc. - common shares,CSIQ,19.10,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
795,IQ Chaikin U.S. Small Cap ETF,CSML,23.64,,,,,,
796,"Cornerstone OnDemand, Inc. - Common Stock",CSOD,40.73,Technology,Software,Software Publishers(511210),,,
797,CSP Inc. - Common Stock,CSPI,8.4968,Technology,Software,Other Computer Related Services(541519),,,
798,Calamos Strategic Total Return Fund - Common Stock,CSQ,12.96,Financial Services,Asset Management,Investment Banking and Securities Dealing(523110),,,
799,"Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock",CSSE,7.80,Communication Services,Media - Diversified,Television Broadcasting(515120),,,
800,"Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock",CSSEP,23.23,Communication Services,Media - Diversified,Television Broadcasting(515120),,,
801,Caesarstone Ltd. - Ordinary Shares,CSTE,12.46,Industrials,Construction,Clay Building Material and Refractory Manufacturing(327120),,,
802,"Castle Biosciences, Inc. - Common stock",CSTL,38.36,Healthcare,Medical Diagnostics & Research,Medical Laboratories(621511),,,
803,"CapStar Financial Holdings, Inc. - Common Stock",CSTR,12.40,Financial Services,Banks,Commercial Banking(522110),,,
804,Capital Southwest Corporation - Common Stock,CSWC,15.52,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
805,Capital Southwest Corporation - 5.95% Notes due 2022,CSWCL,nan,nan,nan,nan,,,
806,"CSW Industrials, Inc. - Common Stock",CSWI,76.84,Industrials,Industrial Products,Other Industrial Machinery Manufacturing(333249),,,
807,CSX Corporation - Common Stock,CSX,73.66,Industrials,Transportation,Line-Haul Railroads(482111),,,
808,Cintas Corporation - Common Stock,CTAS,282.91,Industrials,Business Services,All Other Business Support Services(561499),,,
809,"Community Trust Bancorp, Inc. - Common Stock",CTBI,36.25,Financial Services,Banks,Commercial Banking(522110),,,
810,"Computer Task Group, Incorporated - Common Stock",CTG,4.28,Technology,Software,Custom Computer Programming Services(541511),,,
811,Charles & Colvard Ltd. - Common Stock,CTHR,0.9382,Consumer Cyclical,Retail - Cyclical,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers(423940)",,,
812,Yunhong CTI Ltd. - Common Stock,CTIB,1.66,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
813,CTI BioPharma Corp. - Common Stock,CTIC,1.13,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
814,"CytomX Therapeutics, Inc. - Common Stock",CTMX,8.05,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
815,"CareTrust REIT, Inc. - Common Stock",CTRE,20.28,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
816,Castor Maritime Inc. - Common Shares,CTRM,0.7325,Industrials,Transportation,,,,
817,"Citi Trends, Inc. - Common Stock",CTRN,17.22,Consumer Cyclical,Retail - Cyclical,Clothing Accessories Stores(448150),,,
818,Cognizant Technology Solutions Corporation - Class A Common Stock,CTSH,57.19,Technology,Software,Custom Computer Programming Services(541511),,,
819,Cytosorbents Corporation - Common Stock,CTSO,9.37,Healthcare,Medical Devices & Instruments,Medical Laboratories(621511),,,
820,"Citius Pharmaceuticals, Inc. - Common Stock",CTXR,0.9799,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
821,"Citius Pharmaceuticals, Inc. - Warrant",CTXRW,nan,nan,nan,nan,,,
822,"Citrix Systems, Inc. - Common Stock",CTXS,140.22,Technology,Software,Software Publishers(511210),,,
823,"The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd",CUBA,4.28,Financial Services,Asset Management,Portfolio Management(523920),,,
824,"Cue Biopharma, Inc. - Common Stock",CUE,25.26,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
825,"Cutera, Inc. - Common Stock",CUTR,15.38,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
826,CVB Financial Corporation - Common Stock,CVBF,20.45,Financial Services,Banks,Commercial Banking(522110),,,
827,"Cavco Industries, Inc. - Common Stock",CVCO,211.62,Consumer Cyclical,Homebuilding & Construction,Residential Remodelers(236118),,,
828,Central Valley Community Bancorp - Common Stock,CVCY,16.23,Financial Services,Banks,Commercial Banking(522110),,,
829,"Covetrus, Inc. - Common Stock",CVET,18.07,Healthcare,Healthcare Providers & Services,Home Health Care Services(621610),,,
830,"Commercial Vehicle Group, Inc. - Common Stock",CVGI,3.05,Consumer Cyclical,Vehicles & Parts,Other Motor Vehicle Parts Manufacturing(336390),,,
831,"Calavo Growers, Inc. - Common Stock",CVGW,61.25,Consumer Defensive,Consumer Packaged Goods,Other Noncitrus Fruit Farming(111339),,,
832,"Commvault Systems, Inc. - Common Stock",CVLT,40.87,Technology,Software,Software Publishers(511210),,,
833,"Codorus Valley Bancorp, Inc - Common Stock",CVLY,14.74,Financial Services,Banks,Commercial Banking(522110),,,
834,"Covenant Transportation Group, Inc. - Class A Common Stock",CVTI,14.02,Industrials,Transportation,"General Freight Trucking, Long-Distance, Truckload(484121)",,,
835,CVD Equipment Corporation - Common Stock,CVV,3.58,Industrials,Industrial Products,Other Industrial Machinery Manufacturing(333249),,,
836,Community West Bancshares - Common Stock,CWBC,8.35,Financial Services,Banks,Commercial Banking(522110),,,
837,"CohBar, Inc. - Common Stock",CWBR,2.65,Healthcare,Biotechnology,Research and Development in Biotechnology (except Nanobiotechnology)(541714),,,
838,Consolidated Water Co. Ltd. - Ordinary Shares,CWCO,16.06,Utilities,Utilities - Regulated,Water Supply and Irrigation Systems(221310),,,
839,"Casella Waste Systems, Inc. - Class A Common Stock",CWST,51.42,Industrials,Waste Management,Other Waste Collection(562119),,,
840,China XD Plastics Company Limited - Common Stock,CXDC,0.92,Consumer Cyclical,Vehicles & Parts,Polystyrene Foam Product Manufacturing(326140),,,
841,WisdomTree China ex-State-Owned Enterprises Fund,CXSE,91.61,,,,,,
842,Celyad SA - American Depositary Shares,CYAD,11.34,Healthcare,Biotechnology,,,,
843,Cyanotech Corporation - Common Stock,CYAN,2.07,Consumer Defensive,Consumer Packaged Goods,All Other Miscellaneous Food Manufacturing(311999),,,
844,CyberOptics Corporation - Common Stock,CYBE,32.73,Technology,Hardware,Optical Instrument and Lens Manufacturing(333314),,,
845,CyberArk Software Ltd. - Ordinary Shares,CYBR,103.83,Technology,Software,Software Publishers(511210),,,
846,"Cyclacel Pharmaceuticals, Inc. - Common Stock",CYCC,5.15,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
847,"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock",CYCCP,5.82,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
848,"Cyclerion Therapeutics, Inc. - Common Stock ",CYCN,5.50,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
849,CYREN Ltd. - Ordinary Shares,CYRN,1.05,Technology,Software,,,,
850,"CryoPort, Inc. - Common Stock",CYRX,25.69,Industrials,Transportation,"General Freight Trucking, Local(484110)",,,
851,"CryoPort, Inc. - Warrants",CYRXW,nan,nan,nan,nan,,,
852,"Cytokinetics, Incorporated - Common Stock",CYTK,21.05,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
853,Citizens & Northern Corp - Common Stock,CZNC,21.36,Financial Services,Banks,Commercial Banking(522110),,,
854,Caesars Entertainment Corporation - Common Stock,CZR,12.14,Consumer Cyclical,Travel & Leisure,Casino Hotels(721120),,,
855,"Citizens Community Bancorp, Inc. - Common Stock",CZWI,7.80,Financial Services,Banks,Commercial Banking(522110),,,
856,Data I/O Corporation - Common Stock,DAIO,3.45,Technology,Hardware,Other Electronic Component Manufacturing(334419),,,
857,"Daktronics, Inc. - Common Stock",DAKT,4.83,Technology,Hardware,Other Electronic Component Manufacturing(334419),,,
858,First Trust DorseyWright DALI 1 ETF,DALI,nan,nan,nan,nan,,,
859,"Dare Bioscience, Inc. - Common Stock",DARE,1.06,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
860,Global X DAX Germany ETF,DAX,27.16,,,,,,
861,Delmar Bancorp - Common Stock,DBCP,7.46,Financial Services,Banks,Commercial Banking(522110),,,
862,DBV Technologies S.A. - American Depositary Shares,DBVT,5.93,Healthcare,Biotechnology,,,,
863,"Dropbox, Inc. - Class A Common Stock",DBX,21.93,Technology,Software,Software Publishers(511210),,,
864,"Dime Community Bancshares, Inc. - Common Stock",DCOM,16.39,Financial Services,Banks,Savings Institutions(522120),,,
865,"Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",DCOMP,21.00,Financial Services,Banks,Savings Institutions(522120),,,
866,"Deciphera Pharmaceuticals, Inc. - Common Stock",DCPH,56.30,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
867,"Delcath Systems, Inc. - Common Stock",DCTH,8.00,Healthcare,Medical Devices & Instruments,Medical Laboratories(621511),,,
868,First Trust Dorsey Wright Momentum & Dividend ETF,DDIV,nan,nan,nan,nan,,,
869,"Datadog, Inc. - Class A Common Stock",DDOG,73.74,Technology,Software,Software Publishers(511210),,,
870,Denny's Corporation - Common Stock,DENN,13.61,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
871,Diffusion Pharmaceuticals Inc. - Common Stock,DFFN,1.14,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
872,Davis Select Financial ETF,DFNL,21.215,,,,,,
873,DFP Healthcare Acquisitions Corp. - Class A Common Stock,DFPH,9.70,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
874,DFP Healthcare Acquisitions Corp. - Unit,DFPHU,10.149,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
875,DFP Healthcare Acquisitions Corp. - Warrant,DFPHW,1.30,Financial Services,Diversified Financial Services,Offices of Bank Holding Companies(551111),,,
876,"Donegal Group, Inc. - Class A Common Stock",DGICA,14.79,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
877,"Donegal Group, Inc. - Class B Common Stock",DGICB,12.50,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
878,Digi International Inc. - Common Stock,DGII,12.16,Technology,Hardware,Wireless Telecommunications Carriers (except Satellite)(517312),,,
879,VelocityShares 3x Inverse Gold ETN,DGLD,17.17,,,,,,
880,"Digital Ally, Inc. - Common Stock",DGLY,5.70,Industrials,Business Services,Security Systems Services (except Locksmiths)(561621),,,
881,WisdomTree Emerging Markets Quality Dividend Growth Fund,DGRE,23.51,,,,,,
882,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,DGRS,32.37,,,,,,
883,WisdomTree U.S. Quality Dividend Growth Fund,DGRW,46.79,,,,,,
884,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,DHC,6.61,Real Estate,REITs,Lessors of Residential Buildings and Dwellings(531110),,,
885,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,DHCNI,19.75,Real Estate,REITs,Lessors of Residential Buildings and Dwellings(531110),,,
886,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,DHCNL,nan,nan,nan,nan,,,
887,"Diamond Hill Investment Group, Inc. - Class A Common Stock",DHIL,120.46,Financial Services,Asset Management,Portfolio Management(523920),,,
888,Davis Select International ETF,DINT,18.425,,,,,,
889,Diodes Incorporated - Common Stock,DIOD,52.84,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
890,"Discovery, Inc. - Series A Common Stock",DISCA,23.88,Communication Services,Media - Diversified,Wired Telecommunications Carriers(517311),,,
891,"Discovery, Inc. - Series B Common Stock",DISCB,39.05,Communication Services,Media - Diversified,Wired Telecommunications Carriers(517311),,,
892,"Discovery, Inc. - Series C Common Stock",DISCK,21.52,Communication Services,Media - Diversified,Wired Telecommunications Carriers(517311),,,
893,DISH Network Corporation - Class A Common Stock,DISH,35.28,Communication Services,Media - Diversified,Cable and Other Subscription Programming(515210),,,
894,Daily Journal Corp. (S.C.) - Common Stock,DJCO,279.80,Communication Services,Media - Diversified,Newspaper Publishers(511110),,,
895,DraftKings Inc. - Class A Common Stock,DKNG,39.41,Consumer Cyclical,Travel & Leisure,Other Gambling Industries(713290),,,
896,DraftKings Inc. - Warrant,DKNGW,nan,nan,nan,nan,,,
897,DLH Holdings Corp. - Common Stock,DLHC,8.55,Industrials,Business Services,Other Management Consulting Services(541618),,,
898,"Dolphin Entertainment, Inc. - Common Stock",DLPN,1.11,Communication Services,Media - Diversified,Internet Publishing and Broadcasting and Web Search Portals(519130),,,
899,"Dolphin Entertainment, Inc. - Warrant",DLPNW,nan,nan,nan,nan,,,
900,Duluth Holdings Inc. - Class B Common Stock,DLTH,9.36,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
901,"Dollar Tree, Inc. - Common Stock",DLTR,92.58,Consumer Defensive,Retail - Defensive,All Other General Merchandise Stores(452319),,,
902,DiaMedica Therapeutics Inc. - Common Stock,DMAC,4.65,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
903,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",DMLP,13.50,Energy,Oil & Gas,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)(533110),,,
904,"DelMar Pharmaceuticals, Inc. - Common Stock",DMPI,1.24,Healthcare,Biotechnology,HMO Medical Centers(621491),,,
905,Digimarc Corporation - Common Stock,DMRC,20.25,Technology,Software,Computer Systems Design Services(541512),,,
906,"DermTech, Inc. - Common Stock",DMTK,13.38,Healthcare,Medical Diagnostics & Research,Diagnostic Imaging Centers(621512),,,
907,Golden Bull Limited - Ordinary Share,DNJR,1.84,Financial Services,Credit Services,,,,
908,"Dunkin' Brands Group, Inc. - Common Stock",DNKN,69.20,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
909,Denali Therapeutics Inc. - Common Stock,DNLI,25.71,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
910,"DocuSign, Inc. - Common Stock",DOCU,141.92,Technology,Software,Software Publishers(511210),,,
911,Dogness (International) Corporation - Class A Common Stock,DOGZ,1.6583,Consumer Defensive,Consumer Packaged Goods,,,,
912,"Domo, Inc. - Class B Common Stock",DOMO,29.96,Technology,Software,Software and Other Prerecorded Compact Disc(334614),,,
913,BRP Inc. - Common Subordinate Voting Shares,DOOO,39.37,Consumer Cyclical,Vehicles & Parts,All Other Transportation Equipment Manufacturing(336999),,,
914,"Dorman Products, Inc. - Common Stock",DORM,74.53,Consumer Cyclical,Vehicles & Parts,Other Motor Vehicle Parts Manufacturing(336390),,,
915,Amdocs Limited - Ordinary Shares,DOX,65.84,Technology,Software,Other Computer Related Services(541519),,,
916,DouYu International Holdings Limited - American Depositary Shares,DOYU,8.94,Communication Services,Interactive Media,All Other Information Services(519190),,,
917,DiamondPeak Holdings Corp. - Class A Common Stock,DPHC,9.98,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
918,DiamondPeak Holdings Corp. - Units,DPHCU,10.30,Financial Services,Diversified Financial Services,Offices of Other Holding Companies(551112),,,
919,DiamondPeak Holdings Corp. - Warrant,DPHCW,nan,nan,nan,nan,,,
920,Digirad Corporation - Common Stock,DRAD,3.24,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
921,Digirad Corporation - Series A Cumulative Perpetual Preferred Stock,DRADP,6.66,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
922,DarioHealth Corp. - Common Stock,DRIO,6.05,Healthcare,Medical Diagnostics & Research,In-Vitro Diagnostic Substance Manufacturing(325413),,,
923,DarioHealth Corp. - Warrant,DRIOW,nan,nan,nan,nan,,,
924,Global X Autonomous & Electric Vehicles ETF,DRIV,14.93,,,,,,
925,"Dicerna Pharmaceuticals, Inc. - Common Stock",DRNA,21.01,Healthcare,Biotechnology,Research and Development in Biotechnology (except Nanobiotechnology)(541714),,,
926,DURECT Corporation - Common Stock,DRRX,2.52,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
927,DIRTT Environmental Solutions Ltd. - Common Shares,DRTT,1.54,Industrials,Construction,Architectural Services(541310),,,
928,The Descartes Systems Group Inc. - Common Stock,DSGX,50.00,Technology,Software,Custom Computer Programming Services(541511),,,
929,"Daseke, Inc. - Common Stock",DSKE,3.31,Industrials,Transportation,"General Freight Trucking, Long-Distance, Truckload(484121)",,,
930,"Daseke, Inc. - Warrant",DSKEW,nan,nan,nan,nan,,,
931,VelocityShares 3x Inverse Silver ETN,DSLV,10.10,,,,,,
932,"DSP Group, Inc. - Common Stock",DSPG,18.43,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
933,"Deswell Industries, Inc. - Common Shares",DSWL,2.59,Technology,Hardware,,,,
934,DAVIDsTEA Inc. - Common Stock,DTEA,1.22,Consumer Defensive,Consumer Packaged Goods,Coffee and Tea Manufacturing(311920),,,
935,"Precision BioSciences, Inc. - Common Stock",DTIL,8.58,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
936,Datasea Inc. - Common Stock,DTSS,1.7801,Technology,Software,Custom Computer Programming Services(541511),,,
937,Fangdd Network Group Ltd. - American Depositary Shares,DUO,47.06,Real Estate,Real Estate,Other Activities Related to Real Estate(531390),,,
938,"Duos Technologies Group, Inc. - Common Stock",DUOT,5.36,Technology,Software,Software and Other Prerecorded Compact Disc(334614),,,
939,Davis Select U.S. Equity ETF,DUSA,24.91,,,,,,
940,Dynavax Technologies Corporation - Common Stock,DVAX,5.88,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
941,First Trust Dorsey Wright Momentum & Value ETF,DVLU,nan,nan,nan,nan,,,
942,First Trust Dorsey Wright Momentum & Low Volatility ETF,DVOL,nan,nan,nan,nan,,,
943,iShares Select Dividend ETF,DVY,89.55,,,,,,
944,Invesco DWA SmallCap Momentum ETF,DWAS,52.80,,,,,,
945,Arrow DWA Tactical ETF,DWAT,10.22,,,,,,
946,AdvisorShares Dorsey Wright FSM All Cap World ETF,DWAW,nan,nan,nan,nan,,,
947,Arrow DWA Country Rotation ETF,DWCR,24.59,,,,,,
948,AdvisorShares Dorsey Wright Alpha Equal Weight ETF,DWEQ,nan,nan,nan,nan,,,
949,SPDR Dorsey Wright Fixed Income Allocation ETF,DWFI,23.12,,,,,,
950,Davis Select Worldwide ETF,DWLD,24.53,,,,,,
951,AdvisorShares Dorsey Wright Micro-Cap ETF,DWMC,20.90,,,,,,
952,First Trust Dorsey Wright People's Portfolio ETF,DWPP,25.33,,,,,,
953,AdvisorShares Dorsey Wright Short ETF,DWSH,16.759,,,,,,
954,Dawson Geophysical Company - Common Stock,DWSN,1.86,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
955,AdvisorShares Dorsey Wright FSM US Core ETF,DWUS,nan,nan,nan,nan,,,
956,"DexCom, Inc. - Common Stock",DXCM,380.50,Healthcare,Medical Diagnostics & Research,Medical Laboratories(621511),,,
957,WisdomTree Germany Hedged Equity Fund,DXGE,29.523,,,,,,
958,WisdomTree Japan Hedged SmallCap Equity Fund,DXJS,38.88,,,,,,
959,"Destination XL Group, Inc. - Common Stock",DXLG,0.7785,Consumer Cyclical,Retail - Cyclical,Family Clothing Stores(448140),,,
960,"DXP Enterprises, Inc. - Common Stock",DXPE,23.49,Industrials,Industrial Distribution,Industrial Machinery and Equipment Merchant Wholesalers(423830),,,
961,"The Dixie Group, Inc. - Common Stock",DXYN,0.865,Consumer Cyclical,Manufacturing - Apparel & Accessories,Carpet and Rug Mills(314110),,,
962,"Dyadic International, Inc. - Common Stock",DYAI,6.11,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
963,Dynatronics Corporation - Common Stock,DYNT,0.8327,Healthcare,Medical Devices & Instruments,Electromedical and Electrotherapeutic Apparatus Manufacturing(334510),,,
964,"DASAN Zhone Solutions, Inc. - Common Stock",DZSI,9.75,Technology,Hardware,Telephone Apparatus Manufacturing(334210),,,
965,Electronic Arts Inc. - Common Stock,EA,121.07,Communication Services,Interactive Media,Software Publishers(511210),,,
966,Auris Medical Holding Ltd. - Common Shares,EARS,1.02,Healthcare,Biotechnology,,,,
967,"Eastside Distilling, Inc. - Common Stock",EAST,1.73,Consumer Defensive,Beverages - Alcoholic,Distilleries(312140),,,
968,eBay Inc. - Common Stock,EBAY,49.75,Consumer Cyclical,Retail - Cyclical,Electronic Shopping and Mail-Order Houses(454110),,,
969,eBay Inc. - 6.0% Notes Due 2056,EBAYL,26.22,Consumer Cyclical,Retail - Cyclical,Electronic Shopping and Mail-Order Houses(454110),,,
970,"Ebix, Inc. - Common Stock",EBIX,28.80,Technology,Software,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers(423430),,,
971,Global X E-commerce ETF,EBIZ,22.51,,,,,,
972,"Eagle Bancorp Montana, Inc. - Common Stock",EBMT,18.60,Financial Services,Banks,Savings Institutions(522120),,,
973,"Meridian Bancorp, Inc. - Common Stock",EBSB,12.84,Financial Services,Banks,Savings Institutions(522120),,,
974,Enterprise Bancorp Inc - Common Stock,EBTC,24.94,Financial Services,Banks,Commercial Banking(522110),,,
975,"Echo Global Logistics, Inc. - Common Stock",ECHO,22.20,Industrials,Transportation,All Other Support Activities for Transportation(488999),,,
976,"US Ecology, Inc. - Common Stock",ECOL,36.53,Industrials,Waste Management,Hazardous Waste Collection(562112),,,
977,"US Ecology, Inc. - warrant",ECOLW,nan,nan,nan,nan,,,
978,"electroCore, Inc. - Common Stock",ECOR,1.06,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
979,Pacer Emerging Markets Cash Cows 100 ETF,ECOW,21.249,,,,,,
980,Encore Capital Group Inc - Common Stock,ECPG,36.67,Financial Services,Banks,Public Finance Activities(921130),,,
981,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",EDAP,3.05,Healthcare,Medical Devices & Instruments,,,,
982,"Editas Medicine, Inc. - Common Stock",EDIT,26.81,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
983,"Edison Nation, Inc. - Common Stock",EDNT,2.25,Consumer Cyclical,Travel & Leisure,"Doll, Toy and Game Manufacturing(339930)",,,
984,EuroDry Ltd. - Common Shares,EDRY,3.492,Industrials,Transportation,,,,
985,"Edesa Biotech, Inc. - Common Shares",EDSA,3.20,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
986,Educational Development Corporation - Common Stock,EDUC,7.92,Communication Services,Media - Diversified,"Book, Periodical, and Newspaper Merchant Wholesalers(424920)",,,
987,"Euronet Worldwide, Inc. - Common Stock",EEFT,114.10,Technology,Software,Software Publishers(511210),,,
988,iShares MSCI Emerging Markets Asia ETF,EEMA,67.17,,,,,,
989,Global X MSCI SuperDividend EAFE ETF,EFAS,13.235,,,,,,
990,"Energy Focus, Inc. - Common Stock",EFOI,1.37,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Other Lighting Equipment Manufacturing(335129),,,
991,Enterprise Financial Services Corporation - Common Stock,EFSC,36.28,Financial Services,Banks,Commercial Banking(522110),,,
992,eGain Corporation - Common Stock,EGAN,10.32,Technology,Software,Software Publishers(511210),,,
993,"Eagle Bancorp, Inc. - Common Stock",EGBN,37.02,Financial Services,Banks,Commercial Banking(522110),,,
994,Eagle Bulk Shipping Inc. - Common Stock,EGLE,2.70,Industrials,Transportation,Deep Sea Freight Transportation(483111),,,
995,NIC Inc. - Common Stock,EGOV,25.37,Technology,Software,Custom Computer Programming Services(541511),,,
996,"Eagle Pharmaceuticals, Inc. - Common Stock",EGRX,48.99,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
997,EHang Holdings Limited - ADS,EH,12.67,Industrials,Aerospace & Defense,,,,
998,"eHealth, Inc. - Common Stock",EHTH,110.10,Financial Services,Insurance,Insurance Agencies and Brokerages(524210),,,
999,"Eidos Therapeutics, Inc. - Common Stock",EIDX,52.64,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1000,"Endurance International Group Holdings, Inc. - Common Stock",EIGI,3.67,Technology,Software,Software Publishers(511210),,,
1001,"Eiger BioPharmaceuticals, Inc. - Common Stock",EIGR,10.98,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
1002,"Ekso Bionics Holdings, Inc. - Common Stock",EKSO,3.96,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
1003,"Endologix, Inc. - Common Stock",ELGX,1.22,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
1004,"Eloxx Pharmaceuticals, Inc. - Common Stock",ELOX,3.51,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1005,"Electro-Sensors, Inc. - Common Stock",ELSE,3.46,Technology,Hardware,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals(334515),,,
1006,Eltek Ltd. - Ordinary Shares,ELTK,3.94,Technology,Hardware,,,,
1007,iShares J.P. Morgan USD Emerging Markets Bond ETF,EMB,108.94,,,,,,
1008,WisdomTree Emerging Markets Corporate Bond Fund,EMCB,72.26,,,,,,
1009,Emclaire Financial Corp - Common Stock,EMCF,24.495,Financial Services,Banks,Commercial Banking(522110),,,
1010,iShares S&P Emerging Markets Infrastructure Index Fund,EMIF,24.33,,,,,,
1011,EMCORE Corporation - Common Stock,EMKR,3.10,Technology,Semiconductors,Semiconductor and Related Device Manufacturing(334413),,,
1012,Eastern Company (The) - Common Stock,EML,20.24,Industrials,Industrial Products,Mining Machinery and Equipment Manufacturing(333131),,,
1013,iShares MSCI Emerging Markets ex China ETF,EMXC,44.65,,,,,,
1014,Endo International plc - Ordinary Shares,ENDP,4.51,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1015,ENGlobal Corporation - Common Stock,ENG,1.21,Industrials,Construction,Engineering Services(541330),,,
